recency_dias,frecuencia_6m,ticket_promedio_usd,ltv_historico_usd,tiempo_entrega_promedio_min,sensibilidad_promos,quejas_recientes,distancia_local_km,churn_delivery,conversion_salon,valor_6m_aprox,tasa_quejas_por_pedido,promocion_vs_distancia,marca_principal_Kobe Sushi,marca_principal_Noe Sushi Bar,marca_principal_Nubori Experience
86,6,45.21,501.07,35.0,0.46,2,14.5,1,0,271.26,0.2857142857142857,0.031506849315068496,False,True,False
21,9,61.45,1331.96,70.0,0.06,2,19.0,1,0,553.0500000000001,0.2,0.0031413612565445023,False,True,False
42,6,17.36,176.02,33.0,0.28,0,5.8,0,1,104.16,0.0,0.047457627118644076,True,False,False
81,10,20.62,630.41,38.0,0.18,0,9.8,0,0,206.20000000000002,0.0,0.01818181818181818,True,False,False
69,7,15.48,232.41,60.0,0.65,0,0.5,0,0,108.36,0.0,1.0833333333333335,False,False,False
82,6,42.49,406.66,30.0,0.37,0,1.0,0,1,254.94,0.0,0.3363636363636363,False,True,False
17,8,12.77,346.79,33.0,0.38,0,5.8,0,1,102.16,0.0,0.06440677966101696,False,False,False
68,3,59.41,316.72,39.0,0.51,1,0.5,0,1,178.23,0.25,0.8500000000000001,False,False,True
118,4,78.34,1107.92,56.0,0.01,0,13.1,1,0,313.36,0.0,0.0007575757575757577,False,False,True
7,7,63.23,1375.63,78.0,0.16,0,0.5,0,1,442.60999999999996,0.0,0.26666666666666666,False,False,True
89,3,52.47,559.54,43.0,0.1,0,4.7,0,1,157.41,0.0,0.020833333333333336,False,True,False
101,5,13.44,228.6,26.0,0.46,0,5.5,1,0,67.2,0.0,0.08214285714285716,True,False,False
40,4,32.61,378.8,59.0,0.53,0,13.5,0,0,130.44,0.0,0.03897058823529412,False,True,False
40,8,21.01,405.27,60.0,0.35,0,1.9,1,0,168.08,0.0,0.175,True,False,False
43,7,18.9,260.32,50.0,0.45,0,1.6,0,0,132.29999999999998,0.0,0.2647058823529412,False,True,False
73,5,41.15,578.22,60.0,0.26,0,7.1,1,0,205.75,0.0,0.036111111111111115,False,True,False
83,6,47.04,698.37,59.0,0.43,0,8.5,1,0,282.24,0.0,0.05,False,True,False
51,8,13.61,298.68,53.0,0.68,0,4.2,1,0,108.88,0.0,0.15813953488372096,True,False,False
73,8,23.72,670.38,20.0,0.28,0,14.5,0,0,189.76,0.0,0.019178082191780823,True,False,False
23,2,13.48,49.09,37.0,0.51,0,1.5,0,0,26.96,0.0,0.31875,False,True,False
95,6,15.12,227.62,20.0,0.72,0,8.8,0,0,90.72,0.0,0.08089887640449438,True,False,False
32,5,70.3,1259.24,34.0,0.43,0,1.7,0,1,351.5,0.0,0.23888888888888887,False,False,True
116,7,15.28,343.4,38.0,0.31,1,20.5,0,0,106.96,0.125,0.015048543689320387,True,False,False
31,7,16.67,252.42,37.0,0.27,0,19.0,0,0,116.69000000000001,0.0,0.014136125654450262,True,False,False
17,7,18.93,246.13,67.0,0.07,0,4.7,0,0,132.51,0.0,0.014583333333333335,True,False,False
112,8,50.23,610.83,58.0,0.28,0,11.3,0,1,401.84,0.0,0.02456140350877193,False,True,False
103,9,58.11,1787.21,45.0,0.12,0,25.1,0,0,522.99,0.0,0.0047619047619047615,False,True,False
58,4,19.48,301.44,62.0,0.35,0,0.7,1,0,77.92,0.0,0.4375,True,False,False
86,7,26.58,722.41,68.0,0.46,0,2.0,1,0,186.06,0.0,0.21904761904761905,True,False,False
35,3,33.13,158.81,45.0,0.18,0,4.5,0,0,99.39000000000001,0.0,0.0391304347826087,False,True,False
30,3,15.62,183.28,20.0,0.5,0,4.6,0,0,46.86,0.0,0.10638297872340427,True,False,False
64,2,38.55,257.27,20.0,0.26,0,2.1,1,0,77.1,0.0,0.11818181818181818,False,True,False
53,6,44.61,603.12,59.0,0.1,0,2.0,0,1,267.65999999999997,0.0,0.047619047619047616,False,True,False
51,6,22.48,480.0,29.0,0.13,1,9.7,0,0,134.88,0.14285714285714285,0.01326530612244898,True,False,False
104,5,19.02,325.8,39.0,0.47,0,9.9,1,0,95.1,0.0,0.047,True,False,False
37,5,57.46,820.03,56.0,0.09,0,3.9,0,0,287.3,0.0,0.0225,False,False,True
90,4,32.36,250.19,45.0,0.55,0,12.7,0,0,129.44,0.0,0.04296875000000001,False,True,False
6,4,38.93,580.64,30.0,0.46,0,0.8,0,1,155.72,0.0,0.5111111111111111,False,True,False
34,6,15.45,262.33,52.0,0.42,0,0.6,1,0,92.69999999999999,0.0,0.6,True,False,False
56,6,49.96,577.66,34.0,0.48,0,6.1,0,0,299.76,0.0,0.07741935483870968,False,True,False
96,3,11.91,94.68,78.0,0.23,0,4.3,1,0,35.730000000000004,0.0,0.05227272727272728,True,False,False
25,4,60.64,753.18,60.0,0.24,0,11.0,0,1,242.56,0.0,0.021621621621621623,False,True,False
115,6,61.49,907.39,53.0,0.35,0,4.4,0,1,368.94,0.0,0.07777777777777778,False,False,True
13,3,18.16,193.34,30.0,0.21,2,0.7,1,0,54.480000000000004,0.5,0.2625,True,False,False
63,9,14.92,459.38,63.0,0.4,0,4.9,1,0,134.28,0.0,0.08,True,False,False
102,2,10.24,78.52,55.0,0.24,0,0.6,0,0,20.48,0.0,0.34285714285714286,True,False,False
102,3,13.11,62.92,39.0,0.07,0,7.3,0,0,39.33,0.0,0.009459459459459462,True,False,False
66,11,18.31,717.75,52.0,0.27,0,2.6,0,1,201.41,0.0,0.1,True,False,False
120,8,21.64,461.02,46.0,0.2,0,1.5,1,0,173.12,0.0,0.125,True,False,False
5,3,26.71,201.14,59.0,0.24,0,6.5,0,1,80.13,0.0,0.03636363636363636,False,False,False
75,5,46.19,623.61,47.0,0.32,1,4.7,0,0,230.95,0.16666666666666666,0.06666666666666667,False,True,False
11,5,30.46,602.08,28.0,0.43,2,19.8,0,0,152.3,0.3333333333333333,0.021608040201005024,True,False,False
88,4,68.71,1009.86,39.0,0.18,0,0.6,0,0,274.84,0.0,0.2571428571428572,False,False,True
78,7,22.47,322.3,48.0,0.41,0,3.3,0,1,157.29,0.0,0.12058823529411765,True,False,False
109,5,63.29,503.33,20.0,0.42,0,6.7,1,0,316.45,0.0,0.061764705882352944,False,False,True
94,5,16.64,133.3,41.0,0.36,2,4.8,1,0,83.2,0.3333333333333333,0.07346938775510205,True,False,False
104,6,88.99,1384.84,68.0,0.3,1,1.4,1,0,533.9399999999999,0.14285714285714285,0.19999999999999998,False,False,True
111,7,44.84,959.12,33.0,0.01,1,7.4,0,0,313.88,0.125,0.0013333333333333333,False,True,False
44,7,71.62,1742.34,21.0,0.47,0,12.5,0,0,501.34000000000003,0.0,0.0373015873015873,False,False,True
99,8,69.54,1132.01,29.0,0.51,2,3.7,1,0,556.32,0.2222222222222222,0.13421052631578947,False,False,True
85,6,22.99,453.67,38.0,0.71,0,1.8,0,1,137.94,0.0,0.37368421052631573,True,False,False
119,3,80.89,531.62,58.0,0.65,0,0.5,1,0,242.67000000000002,0.0,1.0833333333333335,False,False,True
69,10,19.16,322.62,47.0,0.21,0,1.2,0,1,191.6,0.0,0.16153846153846152,True,False,False
102,8,25.6,411.02,68.0,0.1,1,1.0,0,1,204.8,0.1111111111111111,0.09090909090909091,True,False,False
2,5,20.9,191.09,20.0,0.48,0,3.5,0,1,104.5,0.0,0.13333333333333333,True,False,False
40,5,59.34,912.75,30.0,0.24,0,3.1,0,0,296.70000000000005,0.0,0.075,False,True,False
37,1,15.24,41.93,22.0,0.64,0,1.4,0,0,15.24,0.0,0.4266666666666667,True,False,False
118,10,51.13,1038.55,51.0,0.13,0,4.5,0,0,511.3,0.0,0.028260869565217395,False,True,False
49,7,48.22,676.5,34.0,0.82,2,3.3,1,0,337.53999999999996,0.25,0.2411764705882353,False,True,False
98,7,26.39,388.08,43.0,0.66,0,16.0,0,0,184.73000000000002,0.0,0.040993788819875775,False,False,False
75,5,85.37,1349.72,69.0,0.34,0,6.1,0,1,426.85,0.0,0.05483870967741936,False,False,True
36,5,45.21,869.38,67.0,0.26,0,20.0,0,1,226.05,0.0,0.012935323383084577,False,True,False
75,7,10.0,154.51,53.0,0.59,0,4.9,0,1,70.0,0.0,0.118,True,False,False
73,8,19.43,304.34,52.0,0.67,0,5.9,0,1,155.44,0.0,0.11166666666666668,True,False,False
70,7,18.72,505.04,36.0,0.54,0,2.9,0,1,131.04,0.0,0.18000000000000002,True,False,False
120,5,16.0,183.41,64.0,0.33,0,6.2,0,0,80.0,0.0,0.05238095238095238,True,False,False
34,8,18.12,365.45,55.0,0.48,1,0.5,1,1,144.96,0.1111111111111111,0.8,True,False,False
58,4,16.34,164.01,46.0,0.34,0,1.4,1,0,65.36,0.0,0.22666666666666668,True,False,False
111,7,68.04,1757.62,48.0,0.25,0,1.8,0,1,476.28000000000003,0.0,0.13157894736842105,False,False,True
37,3,34.12,266.21,63.0,0.3,0,4.7,0,1,102.35999999999999,0.0,0.0625,False,True,False
96,7,24.77,557.91,25.0,0.36,0,8.8,0,0,173.39,0.0,0.04044943820224719,True,False,False
60,6,25.91,296.53,41.0,0.37,0,2.5,0,0,155.46,0.0,0.1423076923076923,False,True,False
12,5,28.3,264.54,20.0,0.23,0,5.8,0,0,141.5,0.0,0.03898305084745763,True,False,False
109,4,46.64,477.97,66.0,0.1,1,0.5,1,0,186.56,0.2,0.16666666666666669,False,True,False
32,5,45.5,402.59,28.0,0.62,0,1.5,0,0,227.5,0.0,0.38749999999999996,False,True,False
81,10,82.57,2824.75,20.0,0.3,0,2.1,1,0,825.6999999999999,0.0,0.13636363636363635,False,True,False
4,3,37.06,320.63,20.0,0.15,0,2.3,0,0,111.18,0.0,0.0625,False,True,False
106,4,55.83,662.4,68.0,0.41,0,2.4,1,0,223.32,0.0,0.16399999999999998,False,False,True
33,6,54.62,777.7,35.0,0.32,0,0.5,0,1,327.71999999999997,0.0,0.5333333333333333,False,False,True
43,4,47.09,525.27,50.0,0.12,0,4.5,0,1,188.36,0.0,0.026086956521739132,False,True,False
112,5,55.88,566.11,46.0,0.32,0,2.5,1,0,279.40000000000003,0.0,0.12307692307692307,False,True,False
107,7,65.07,1320.67,78.0,0.27,0,0.6,1,0,455.48999999999995,0.0,0.3857142857142858,False,True,False
9,12,20.26,806.16,46.0,0.27,0,15.4,0,0,243.12,0.0,0.01741935483870968,True,False,False
98,7,24.29,322.96,54.0,0.63,0,1.7,0,0,170.03,0.0,0.35,True,False,False
103,4,24.52,270.82,51.0,0.39,0,5.7,0,0,98.08,0.0,0.06724137931034484,True,False,False
51,5,50.98,457.77,23.0,0.5,0,0.7,0,0,254.89999999999998,0.0,0.625,False,True,False
94,8,30.39,629.19,57.0,0.15,0,5.1,0,0,243.12,0.0,0.028846153846153848,False,True,False
114,2,17.67,81.54,41.0,0.22,3,15.0,1,0,35.34,1.0,0.01456953642384106,True,False,False
20,6,50.29,1067.34,60.0,0.34,0,13.0,1,0,301.74,0.0,0.025954198473282446,False,False,True
39,5,63.83,650.75,37.0,0.43,0,4.1,0,1,319.15,0.0,0.10238095238095239,False,False,True
23,4,54.31,377.9,53.0,0.55,1,2.6,0,1,217.24,0.2,0.20370370370370372,False,True,False
41,10,54.37,1407.81,52.0,0.5,0,5.7,1,1,543.6999999999999,0.0,0.08620689655172414,False,True,False
44,5,66.2,1018.84,20.0,0.57,0,5.8,1,0,331.0,0.0,0.09661016949152543,False,False,True
35,2,18.2,103.04,39.0,0.51,0,0.5,0,0,36.4,0.0,0.8500000000000001,True,False,False
23,6,30.21,317.57,38.0,0.39,0,3.8,0,1,181.26,0.0,0.1,False,False,False
118,9,19.87,325.75,40.0,0.43,2,0.5,1,0,178.83,0.2,0.7166666666666667,True,False,False
58,8,27.66,739.42,51.0,0.63,0,2.0,0,1,221.28,0.0,0.3,False,False,False
48,4,16.73,224.56,49.0,0.19,0,9.9,1,0,66.92,0.0,0.019,True,False,False
103,4,87.17,1385.34,33.0,0.21,1,3.1,1,0,348.68,0.2,0.06562499999999999,False,False,True
87,5,75.0,937.71,32.0,0.37,1,0.7,0,0,375.0,0.16666666666666666,0.4625,False,False,True
58,10,20.11,330.57,39.0,0.64,0,3.8,1,0,201.1,0.0,0.1641025641025641,True,False,False
101,4,45.97,692.11,38.0,0.08,1,2.5,1,0,183.88,0.2,0.030769230769230767,False,True,False
57,8,67.57,1389.54,26.0,0.13,0,8.1,0,0,540.56,0.0,0.015853658536585366,False,False,True
87,9,42.85,1029.86,29.0,0.17,0,1.1,0,0,385.65000000000003,0.0,0.14166666666666666,False,True,False
39,9,36.22,992.36,47.0,0.49,0,7.4,0,1,325.98,0.0,0.06533333333333333,False,False,True
28,4,49.59,472.1,22.0,0.26,1,10.2,1,0,198.36,0.2,0.025242718446601944,False,True,False
64,2,24.25,137.16,31.0,0.47,0,1.3,0,1,48.5,0.0,0.3357142857142857,True,False,False
62,3,26.11,233.25,65.0,0.1,0,16.4,1,0,78.33,0.0,0.006060606060606061,True,False,False
83,3,12.96,60.73,21.0,0.36,0,1.3,0,0,38.88,0.0,0.2571428571428571,True,False,False
113,4,22.19,242.58,53.0,0.26,0,3.5,1,0,88.76,0.0,0.07222222222222223,False,False,False
112,3,15.05,135.8,45.0,0.23,0,12.6,1,0,45.150000000000006,0.0,0.018110236220472444,True,False,False
62,9,57.93,983.85,43.0,0.52,0,4.6,1,0,521.37,0.0,0.11063829787234045,False,True,False
94,9,35.94,646.24,50.0,0.42,0,4.0,0,1,323.46,0.0,0.10243902439024391,False,True,False
85,4,57.93,842.52,50.0,0.65,1,11.3,1,0,231.72,0.2,0.05701754385964912,False,True,False
88,7,75.6,934.02,62.0,0.22,0,4.8,0,1,529.1999999999999,0.0,0.04489795918367347,False,False,True
85,5,60.0,499.02,73.0,0.1,0,6.0,0,0,300.0,0.0,0.01639344262295082,False,False,True
26,11,23.64,1018.51,47.0,0.17,0,4.0,0,0,260.04,0.0,0.04146341463414635,False,True,False
51,7,62.23,1033.03,66.0,0.15,0,27.7,0,0,435.60999999999996,0.0,0.0053956834532374095,False,False,True
50,5,28.24,254.99,60.0,0.5,0,10.8,0,0,141.2,0.0,0.04587155963302752,False,False,False
115,8,51.54,1279.9,35.0,0.04,0,5.6,1,0,412.32,0.0,0.007017543859649124,False,True,False
36,3,39.02,185.45,62.0,0.09,0,6.0,0,1,117.06,0.0,0.014754098360655738,False,False,True
26,3,16.44,169.31,46.0,0.44,0,6.9,0,0,49.32000000000001,0.0,0.06285714285714286,True,False,False
33,9,21.63,400.38,36.0,0.47,1,1.2,0,0,194.67,0.1,0.36153846153846153,True,False,False
100,3,54.22,405.1,35.0,0.23,0,0.5,0,0,162.66,0.0,0.38333333333333336,False,False,True
68,6,64.08,945.79,20.0,0.47,1,1.2,0,1,384.48,0.14285714285714285,0.36153846153846153,False,True,False
73,10,86.84,3190.51,20.0,0.34,0,2.4,0,1,868.4000000000001,0.0,0.136,False,False,True
8,6,73.27,1619.56,20.0,0.1,0,1.5,0,0,439.62,0.0,0.0625,False,False,True
66,6,16.47,289.08,33.0,0.28,0,4.2,1,0,98.82,0.0,0.06511627906976745,True,False,False
93,6,49.9,1141.21,44.0,0.27,0,3.7,0,1,299.4,0.0,0.07105263157894737,False,False,True
23,5,42.97,642.94,55.0,0.57,0,11.3,0,0,214.85,0.0,0.049999999999999996,False,True,False
70,6,36.48,350.93,70.0,0.48,0,8.8,0,0,218.88,0.0,0.053932584269662916,False,True,False
55,6,56.17,875.25,53.0,0.4,1,11.9,0,0,337.02,0.14285714285714285,0.03333333333333333,False,True,False
43,11,40.96,844.23,48.0,0.18,0,7.3,0,0,450.56,0.0,0.024324324324324326,False,False,True
100,9,27.58,460.43,40.0,0.26,0,9.0,0,1,248.21999999999997,0.0,0.028571428571428574,True,False,False
110,3,55.57,597.62,44.0,0.66,0,1.1,0,1,166.71,0.0,0.5499999999999999,False,True,False
21,7,17.87,203.12,22.0,0.42,0,4.1,0,1,125.09,0.0,0.10000000000000002,False,True,False
22,7,45.12,1104.52,39.0,0.03,0,8.5,0,0,315.84,0.0,0.0034883720930232558,False,True,False
9,4,46.04,640.82,58.0,0.16,2,16.4,0,0,184.16,0.4,0.009696969696969697,False,True,False
34,10,10.0,362.8,35.0,0.24,0,5.8,0,0,100.0,0.0,0.04067796610169492,True,False,False
59,3,17.05,78.38,36.0,0.19,0,1.4,1,0,51.150000000000006,0.0,0.12666666666666668,True,False,False
26,6,17.05,171.07,55.0,0.3,0,4.2,0,1,102.30000000000001,0.0,0.06976744186046512,True,False,False
1,3,84.24,580.62,43.0,0.15,0,1.3,0,1,252.71999999999997,0.0,0.10714285714285712,False,False,True
100,6,21.18,197.47,35.0,0.29,0,5.6,0,1,127.08,0.0,0.050877192982456146,True,False,False
108,4,10.0,151.48,44.0,0.42,0,9.1,1,0,40.0,0.0,0.04565217391304348,True,False,False
5,2,52.54,384.33,43.0,0.47,0,6.6,0,1,105.08,0.0,0.07014925373134329,False,False,True
41,8,21.72,391.18,75.0,0.17,0,3.7,0,1,173.76,0.0,0.04473684210526316,True,False,False
63,7,73.6,1090.09,50.0,0.42,1,2.1,1,0,515.1999999999999,0.125,0.1909090909090909,False,False,True
22,9,54.17,806.26,39.0,0.55,0,4.8,0,1,487.53000000000003,0.0,0.1122448979591837,False,True,False
68,5,59.13,746.01,40.0,0.66,0,24.6,1,0,295.65000000000003,0.0,0.02672064777327935,False,False,True
48,2,16.5,115.7,39.0,0.41,0,0.5,0,1,33.0,0.0,0.6833333333333333,True,False,False
66,6,16.86,379.76,20.0,0.77,3,8.5,0,1,101.16,0.42857142857142855,0.08953488372093024,True,False,False
16,5,37.14,511.94,32.0,0.24,0,7.6,0,0,185.7,0.0,0.031168831168831172,False,True,False
80,6,87.65,1630.11,42.0,0.21,0,2.4,0,1,525.9000000000001,0.0,0.08399999999999999,False,False,True
53,4,61.76,510.12,37.0,0.26,0,1.8,0,1,247.04,0.0,0.13684210526315788,False,True,False
120,5,22.09,206.58,26.0,0.53,1,4.1,0,0,110.45,0.16666666666666666,0.12619047619047621,True,False,False
120,6,31.8,299.18,41.0,0.44,0,0.5,1,0,190.8,0.0,0.7333333333333334,False,False,False
86,9,20.66,403.9,38.0,0.3,0,4.8,1,0,185.94,0.0,0.06122448979591837,False,False,False
107,6,37.49,512.88,42.0,0.51,0,1.7,1,0,224.94,0.0,0.2833333333333333,False,True,False
65,13,34.61,1461.46,58.0,0.18,0,2.8,0,1,449.93,0.0,0.06206896551724138,False,False,False
79,6,38.47,830.19,39.0,0.91,0,1.3,0,1,230.82,0.0,0.6499999999999999,False,False,True
64,7,25.92,538.81,41.0,0.24,0,28.1,0,0,181.44,0.0,0.008510638297872339,False,True,False
88,2,15.36,83.28,74.0,0.2,0,9.7,1,0,30.72,0.0,0.020408163265306124,True,False,False
68,8,66.79,1119.84,48.0,0.43,0,6.7,1,0,534.32,0.0,0.06323529411764706,False,True,False
63,4,19.95,188.77,40.0,0.63,0,7.0,0,0,79.8,0.0,0.08873239436619719,True,False,False
62,9,46.35,1344.92,37.0,0.41,2,10.1,0,0,417.15000000000003,0.2,0.04019607843137255,False,True,False
82,6,56.22,1124.41,46.0,0.38,0,12.2,1,0,337.32,0.0,0.030894308943089435,False,True,False
81,5,10.86,185.62,47.0,0.55,0,14.1,1,0,54.3,0.0,0.03873239436619719,True,False,False
71,7,10.0,136.24,52.0,0.59,0,4.9,0,0,70.0,0.0,0.118,True,False,False
114,5,24.26,450.62,46.0,0.31,0,0.7,0,1,121.30000000000001,0.0,0.3875,True,False,False
45,7,76.05,1096.96,31.0,0.28,0,1.7,0,0,532.35,0.0,0.15555555555555556,False,False,True
52,6,50.23,587.56,59.0,0.19,0,0.8,0,1,301.38,0.0,0.2111111111111111,False,False,True
116,6,22.08,286.33,55.0,0.29,0,14.9,1,0,132.48,0.0,0.01933333333333333,True,False,False
74,6,85.07,1678.61,26.0,0.16,1,0.5,0,1,510.41999999999996,0.14285714285714285,0.26666666666666666,False,False,True
65,5,45.21,351.42,32.0,0.37,1,4.8,1,0,226.05,0.16666666666666666,0.07551020408163266,False,True,False
2,5,12.88,253.99,49.0,0.34,0,4.3,0,0,64.4,0.0,0.07727272727272728,True,False,False
49,5,10.0,173.63,57.0,0.27,1,9.4,1,1,50.0,0.16666666666666666,0.028421052631578948,True,False,False
22,6,64.42,1520.86,29.0,0.22,0,4.6,0,1,386.52,0.0,0.04680851063829788,False,True,False
96,7,33.96,826.14,59.0,0.25,0,15.7,0,0,237.72,0.0,0.015822784810126583,False,False,False
29,7,38.94,566.72,54.0,0.56,0,0.8,1,0,272.58,0.0,0.6222222222222222,False,True,False
35,12,18.5,416.32,49.0,0.44,0,1.6,1,0,222.0,0.0,0.2588235294117647,True,False,False
81,9,16.31,296.52,32.0,0.35,0,2.1,1,0,146.79,0.0,0.15909090909090906,True,False,False
76,7,62.15,774.63,44.0,0.28,0,2.3,1,0,435.05,0.0,0.11666666666666668,False,True,False
24,6,13.0,263.51,45.0,0.43,0,5.5,1,0,78.0,0.0,0.07678571428571429,True,False,False
94,9,21.12,341.97,55.0,0.39,0,0.8,1,0,190.08,0.0,0.43333333333333335,True,False,False
108,4,25.88,191.87,52.0,0.28,0,18.0,1,0,103.52,0.0,0.015469613259668509,True,False,False
30,8,75.46,1591.35,68.0,0.24,0,1.1,0,0,603.68,0.0,0.19999999999999996,False,False,True
84,7,67.37,1254.34,62.0,0.66,0,22.1,1,0,471.59000000000003,0.0,0.029729729729729728,False,False,True
42,6,52.28,1195.4,39.0,0.33,2,5.6,0,1,313.68,0.2857142857142857,0.05789473684210527,False,True,False
71,5,96.02,1313.78,65.0,0.15,1,5.0,1,0,480.09999999999997,0.16666666666666666,0.029411764705882353,False,False,True
106,8,23.67,486.12,41.0,0.3,0,3.7,0,0,189.36,0.0,0.07894736842105263,True,False,False
50,4,44.86,374.61,55.0,0.22,0,3.1,0,1,179.44,0.0,0.06874999999999999,False,True,False
118,5,20.89,221.76,35.0,0.19,0,0.8,1,0,104.45,0.0,0.2111111111111111,True,False,False
102,6,28.89,323.97,42.0,0.09,1,1.2,1,0,173.34,0.14285714285714285,0.06923076923076922,False,True,False
71,2,68.72,338.67,48.0,0.33,0,0.5,0,1,137.44,0.0,0.55,False,False,True
60,5,41.51,665.01,50.0,0.36,0,6.2,1,0,207.54999999999998,0.0,0.05714285714285714,False,True,False
113,6,10.0,196.87,71.0,0.29,0,1.1,1,0,60.0,0.0,0.2416666666666666,True,False,False
30,8,43.84,1102.17,46.0,0.23,0,12.4,0,0,350.72,0.0,0.0184,False,True,False
12,5,11.14,173.96,50.0,0.27,0,0.8,0,0,55.7,0.0,0.3,True,False,False
49,7,69.61,1469.87,31.0,0.14,0,3.9,0,0,487.27,0.0,0.035,False,False,True
95,4,33.88,440.7,49.0,0.47,0,1.4,1,0,135.52,0.0,0.3133333333333333,False,True,False
82,5,53.95,628.42,51.0,0.25,2,19.4,1,0,269.75,0.3333333333333333,0.01282051282051282,False,True,False
46,6,38.96,724.87,74.0,0.59,0,4.9,1,0,233.76,0.0,0.118,False,True,False
43,8,24.0,484.35,66.0,0.43,0,11.1,1,0,192.0,0.0,0.038392857142857145,False,True,False
2,4,10.0,105.42,32.0,0.2,0,5.5,0,0,40.0,0.0,0.03571428571428572,True,False,False
117,9,34.13,937.27,20.0,0.21,0,1.4,0,1,307.17,0.0,0.13999999999999999,False,True,False
97,6,17.44,397.23,35.0,0.1,0,3.8,0,1,104.64000000000001,0.0,0.025641025641025644,True,False,False
75,7,25.41,438.82,61.0,0.18,0,2.6,0,0,177.87,0.0,0.06666666666666667,False,True,False
98,3,37.26,393.17,56.0,0.31,0,10.1,1,0,111.78,0.0,0.0303921568627451,False,False,True
80,4,65.06,501.19,26.0,0.34,0,7.1,1,0,260.24,0.0,0.04722222222222223,False,False,True
54,4,26.26,338.37,48.0,0.74,0,18.3,0,0,105.04,0.0,0.04021739130434782,False,True,False
35,8,28.02,895.09,63.0,0.25,0,2.2,0,1,224.16,0.0,0.10869565217391303,False,True,False
52,10,22.36,700.79,49.0,0.19,0,11.3,0,0,223.6,0.0,0.016666666666666666,True,False,False
33,9,30.79,722.82,33.0,0.47,1,1.9,0,1,277.11,0.1,0.235,False,False,False
85,3,15.89,114.12,53.0,0.2,0,5.2,0,0,47.67,0.0,0.03773584905660378,True,False,False
84,5,50.46,562.01,61.0,0.19,0,4.3,0,1,252.3,0.0,0.04318181818181819,False,True,False
72,6,24.66,530.8,61.0,0.11,0,0.9,1,0,147.96,0.0,0.11,True,False,False
51,5,15.66,207.4,47.0,0.6,0,6.2,1,0,78.3,0.0,0.09523809523809523,True,False,False
26,7,37.17,560.59,61.0,0.5,0,0.6,0,0,260.19,0.0,0.7142857142857143,False,True,False
97,7,18.53,453.13,66.0,0.21,0,6.1,0,1,129.71,0.0,0.03387096774193549,True,False,False
62,6,60.7,810.25,45.0,0.05,0,3.3,1,0,364.20000000000005,0.0,0.014705882352941178,False,True,False
61,6,16.78,169.48,46.0,0.13,0,8.7,0,1,100.68,0.0,0.014772727272727274,True,False,False
26,8,17.41,365.77,35.0,0.32,1,1.5,0,1,139.28,0.1111111111111111,0.19999999999999998,True,False,False
37,4,67.91,1002.74,29.0,0.34,3,3.9,1,0,271.64,0.6,0.085,False,True,False
30,3,11.92,57.13,46.0,0.4,0,11.2,0,0,35.76,0.0,0.03539823008849558,True,False,False
95,7,17.15,230.4,42.0,0.32,0,8.3,0,0,120.04999999999998,0.0,0.03809523809523809,True,False,False
97,7,26.09,503.89,44.0,0.19,0,10.6,0,0,182.63,0.0,0.017757009345794394,False,True,False
11,9,17.32,478.75,66.0,0.17,0,8.1,0,1,155.88,0.0,0.020731707317073175,True,False,False
53,8,82.61,1296.63,63.0,0.31,0,10.2,0,0,660.88,0.0,0.03009708737864078,False,False,True
41,6,22.16,414.19,33.0,0.1,0,26.9,0,0,132.96,0.0,0.003703703703703704,True,False,False
5,4,10.0,67.56,43.0,0.19,0,9.3,0,0,40.0,0.0,0.020212765957446806,True,False,False
66,4,37.93,564.52,30.0,0.13,0,9.2,0,1,151.72,0.0,0.013978494623655916,False,True,False
13,7,20.03,503.4,64.0,0.42,0,1.7,0,0,140.21,0.0,0.2333333333333333,True,False,False
63,8,23.77,383.71,57.0,0.44,0,0.5,0,1,190.16,0.0,0.7333333333333334,True,False,False
82,11,15.6,515.45,57.0,0.29,0,1.3,1,0,171.6,0.0,0.2071428571428571,True,False,False
90,7,19.45,466.82,57.0,0.54,0,3.3,1,0,136.15,0.0,0.15882352941176472,True,False,False
25,7,45.28,589.41,55.0,0.58,0,3.5,0,0,316.96000000000004,0.0,0.1611111111111111,False,False,True
44,6,21.59,210.8,50.0,0.24,0,1.4,0,1,129.54,0.0,0.16,True,False,False
14,3,16.91,105.11,35.0,0.25,0,0.5,0,0,50.730000000000004,0.0,0.4166666666666667,False,False,False
69,6,68.83,1589.8,42.0,0.37,0,4.9,1,0,412.98,0.0,0.074,False,False,True
59,8,55.06,1215.71,29.0,0.36,0,6.8,0,1,440.48,0.0,0.052173913043478265,False,True,False
56,9,68.3,1778.02,40.0,0.73,0,5.9,0,1,614.6999999999999,0.0,0.12166666666666666,False,False,True
106,4,18.94,250.92,43.0,0.23,1,4.3,0,0,75.76,0.2,0.05227272727272728,True,False,False
52,6,93.86,1119.49,41.0,0.11,0,7.6,0,0,563.16,0.0,0.014285714285714287,False,False,True
66,7,20.41,392.49,46.0,0.58,0,8.6,0,0,142.87,0.0,0.06666666666666667,True,False,False
68,8,49.22,1030.84,24.0,0.72,0,0.6,1,0,393.76,0.0,1.0285714285714287,False,True,False
12,7,45.13,813.89,51.0,0.29,1,12.7,1,0,315.91,0.125,0.02265625,False,True,False
75,6,10.0,233.4,50.0,0.15,0,0.5,1,1,60.0,0.0,0.25,True,False,False
