customer_id,marca_principal,recency_dias,frecuencia_6m,ticket_promedio_usd,ltv_historico_usd,tiempo_entrega_promedio_min,sensibilidad_promos,quejas_recientes,distancia_local_km,churn_delivery,conversion_salon
1275,Noe Sushi Bar,51,7,32.43,488.35,51.0,0.52,0,1.9,0,1
1276,Kobe Sushi,116,1,21.52,51.41,37.0,0.18,0,25.3,0,0
1277,Kobe Sushi,9,6,16.41,245.71,50.0,0.45,0,6.1,1,0
1278,Nubori Experience,54,5,78.77,730.07,65.0,0.16,0,25.3,0,0
1279,Kobe Sushi,62,3,12.67,127.98,54.0,0.32,0,10.9,0,0
1280,Noe Sushi Bar,81,7,53.96,694.35,49.0,0.44,0,30.0,0,0
1281,Noe Sushi Bar,9,6,35.84,500.95,37.0,0.09,1,2.0,0,1
1282,Noe Sushi Bar,9,5,81.59,964.33,49.0,0.25,0,6.5,0,0
1283,Noe Sushi Bar,101,7,54.57,927.25,56.0,0.16,0,0.5,1,0
1284,Kobe Sushi,24,4,19.69,177.57,40.0,0.39,0,4.8,0,1
1285,Kobe Sushi,39,11,13.21,249.65,44.0,0.08,0,0.7,0,1
1286,Noe Sushi Bar,75,7,54.91,911.65,64.0,0.53,0,0.7,0,1
1287,Kobe Sushi,8,6,18.84,381.43,40.0,0.45,0,6.7,0,0
1288,Kobe Sushi,25,7,25.81,636.75,46.0,0.13,0,30.0,0,0
1289,Kobe Sushi,110,5,21.03,332.23,49.0,0.22,0,3.1,0,0
1290,Kobe Sushi,66,6,19.06,444.29,33.0,0.12,0,1.6,0,1
1291,Kobe Sushi,10,4,15.17,182.75,48.0,0.1,1,10.4,0,1
1292,Kobe Sushi,117,6,16.87,198.36,57.0,0.73,0,4.8,0,0
1293,Noe Sushi Bar,24,5,38.72,658.78,55.0,0.27,0,2.5,0,0
1294,Noe Sushi Bar,112,4,27.95,169.55,36.0,0.59,0,1.7,0,1
1295,Nubori Experience,80,7,72.29,1414.21,24.0,0.2,0,0.5,1,0
1296,Kobe Sushi,83,5,19.88,358.53,65.0,0.34,0,5.0,1,0
1297,Kobe Sushi,59,4,21.05,153.06,50.0,0.25,0,6.2,0,1
1298,Kobe Sushi,31,6,15.86,290.08,62.0,0.43,0,4.6,1,0
1299,Noe Sushi Bar,11,5,33.38,469.5,56.0,0.29,0,17.0,0,0
1300,Noe Sushi Bar,6,2,41.03,224.5,49.0,0.49,1,1.9,1,0
1301,Kobe Sushi,70,4,14.36,177.65,54.0,0.53,0,1.3,1,0
1302,Nubori Experience,32,6,36.46,562.65,46.0,0.44,0,13.2,0,1
1303,Kobe Sushi,39,7,19.97,314.56,58.0,0.14,0,2.7,0,0
1304,Noe Sushi Bar,48,4,56.83,781.11,54.0,0.73,0,22.7,0,0
1305,Noe Sushi Bar,13,6,52.19,806.18,27.0,0.53,0,15.1,0,0
1306,Nubori Experience,59,4,62.4,683.22,39.0,0.15,0,0.8,0,1
1307,Noe Sushi Bar,67,8,54.39,936.64,53.0,0.35,1,1.7,0,1
1308,Nubori Experience,56,6,75.99,992.23,71.0,0.55,0,4.7,0,0
1309,Kobe Sushi,120,5,14.04,229.7,38.0,0.52,1,8.2,1,1
1310,Nubori Experience,41,10,72.77,1638.67,44.0,0.76,0,0.7,1,0
1311,Kobe Sushi,56,3,21.39,251.6,42.0,0.34,0,2.0,0,1
1312,Nubori Experience,35,3,82.12,457.41,32.0,0.51,0,1.6,1,0
1313,Noe Sushi Bar,38,7,40.53,837.26,26.0,0.16,0,11.4,0,0
1314,Nubori Experience,81,13,42.87,1939.29,44.0,0.27,0,27.6,0,0
1315,Noe Sushi Bar,67,3,43.3,382.76,35.0,0.37,0,7.2,1,0
1316,Noe Sushi Bar,34,7,41.07,486.26,40.0,0.29,0,12.1,1,0
1317,Noe Sushi Bar,76,4,38.01,453.29,45.0,0.33,0,6.7,0,0
1318,Noe Sushi Bar,88,7,41.25,504.43,38.0,0.13,0,6.1,1,0
1319,Kobe Sushi,70,10,12.24,324.34,34.0,0.54,2,24.3,0,1
1320,Kobe Sushi,106,5,10.0,169.33,73.0,0.11,3,7.9,0,0
1321,Kobe Sushi,11,6,27.85,446.54,66.0,0.23,0,1.0,1,0
1322,Kobe Sushi,112,6,20.26,444.81,26.0,0.36,0,2.1,1,0
1323,Nubori Experience,27,3,62.1,427.87,37.0,0.27,0,3.5,0,0
1324,Kobe Sushi,48,5,10.0,163.7,70.0,0.42,0,18.2,0,0
1325,Nubori Experience,24,8,37.99,565.44,47.0,0.04,0,4.9,1,0
1326,Kobe Sushi,18,6,10.98,242.4,49.0,0.48,0,10.9,0,0
1327,Kobe Sushi,27,6,23.93,529.45,50.0,0.4,0,2.2,0,1
1328,Chef Choy,54,7,19.96,220.83,57.0,0.21,0,14.8,0,0
1329,Noe Sushi Bar,55,6,66.5,1220.16,38.0,0.45,0,2.6,0,1
1330,Noe Sushi Bar,120,4,49.35,473.92,24.0,0.6,0,0.5,1,0
1331,Noe Sushi Bar,105,6,43.28,554.42,59.0,0.54,0,3.3,0,0
1332,Noe Sushi Bar,21,7,48.35,534.42,25.0,0.14,0,0.9,1,0
1333,Kobe Sushi,59,6,24.66,256.03,36.0,0.3,0,4.4,0,0
1334,Nubori Experience,115,6,58.44,888.56,37.0,0.57,0,2.9,0,1
1335,Nubori Experience,34,10,100.16,2664.19,29.0,0.11,0,6.5,0,1
1336,Noe Sushi Bar,120,7,47.41,1138.67,55.0,0.64,0,5.1,0,1
1337,Kobe Sushi,97,5,13.69,178.97,64.0,0.23,0,0.5,0,0
1338,Noe Sushi Bar,58,6,32.55,571.38,44.0,0.24,0,1.2,1,0
1339,Kobe Sushi,48,8,21.38,291.47,68.0,0.31,0,3.1,0,0
1340,Kobe Sushi,54,7,17.89,310.42,49.0,0.05,0,0.5,1,0
1341,Kobe Sushi,18,7,19.12,386.3,33.0,0.28,0,2.5,0,1
1342,Noe Sushi Bar,3,5,41.85,725.73,56.0,0.4,0,1.1,0,0
1343,Nubori Experience,24,7,47.56,633.29,20.0,0.2,0,14.3,0,1
1344,Noe Sushi Bar,1,6,51.86,983.47,28.0,0.11,0,2.8,0,1
1345,Noe Sushi Bar,6,8,35.66,706.47,56.0,0.03,0,2.1,0,1
1346,Noe Sushi Bar,19,8,41.8,1290.99,28.0,0.58,0,7.3,0,1
1347,Kobe Sushi,86,3,14.31,125.94,34.0,0.07,0,3.6,0,1
1348,Kobe Sushi,115,10,18.51,286.14,61.0,0.57,1,3.5,1,0
1349,Nubori Experience,43,8,71.31,1514.62,55.0,0.45,0,18.2,0,0
1350,Kobe Sushi,8,7,15.11,274.01,26.0,0.26,3,2.3,0,0
1351,Nubori Experience,69,5,53.48,443.41,40.0,0.37,0,8.6,0,0
1352,Noe Sushi Bar,52,6,25.74,307.82,53.0,0.25,0,8.2,0,0
1353,Noe Sushi Bar,73,4,42.06,657.28,62.0,0.19,1,5.2,0,1
1354,Noe Sushi Bar,47,4,44.3,437.92,33.0,0.28,0,7.2,0,1
1355,Noe Sushi Bar,85,9,52.58,1326.06,50.0,0.35,0,9.4,0,1
1356,Nubori Experience,28,5,69.16,910.77,54.0,0.48,0,4.7,0,0
1357,Nubori Experience,46,6,48.39,652.52,37.0,0.48,0,8.7,0,0
1358,Noe Sushi Bar,4,7,44.76,846.69,57.0,0.27,0,1.2,0,1
1359,Kobe Sushi,120,5,14.79,294.32,52.0,0.16,0,5.2,1,0
1360,Noe Sushi Bar,88,5,47.7,942.2,53.0,0.6,0,4.6,0,0
1361,Nubori Experience,8,5,84.14,1567.06,48.0,0.22,0,0.5,0,1
1362,Kobe Sushi,116,5,27.33,231.98,70.0,0.3,0,5.0,1,0
1363,Noe Sushi Bar,61,7,52.57,561.89,51.0,0.44,1,0.5,0,1
1364,Noe Sushi Bar,17,5,52.83,488.46,59.0,0.47,0,11.5,0,0
1365,Noe Sushi Bar,34,6,25.68,488.71,77.0,0.13,0,11.8,1,0
1366,Kobe Sushi,20,6,26.22,524.92,62.0,0.5,0,1.6,0,1
1367,Noe Sushi Bar,80,8,39.2,533.04,46.0,0.22,0,12.5,1,0
1368,Nubori Experience,74,3,81.25,731.56,73.0,0.32,0,2.1,1,1
1369,Kobe Sushi,34,3,10.0,81.47,28.0,0.07,3,5.6,1,0
1370,Kobe Sushi,43,7,16.69,358.62,28.0,0.09,1,0.5,0,1
1371,Nubori Experience,10,5,62.96,544.23,33.0,0.33,1,13.4,1,0
1372,Kobe Sushi,94,6,10.48,200.88,39.0,0.45,0,5.4,0,0
1373,Nubori Experience,30,3,82.19,819.51,38.0,0.08,0,0.9,0,0
1374,Noe Sushi Bar,115,4,30.02,231.46,20.0,0.3,1,3.3,1,0
1375,Kobe Sushi,25,6,20.9,451.69,24.0,0.54,0,2.7,0,0
1376,Nubori Experience,57,8,63.77,846.54,21.0,0.16,0,24.0,0,0
1377,Noe Sushi Bar,110,7,63.49,672.47,59.0,0.1,0,6.3,0,1
1378,Noe Sushi Bar,63,9,36.43,1143.73,34.0,0.21,0,21.5,0,0
1379,Kobe Sushi,107,3,16.12,135.63,24.0,0.43,0,7.7,0,1
1380,Noe Sushi Bar,105,5,30.55,347.25,54.0,0.23,0,8.2,0,1
1381,Kobe Sushi,71,7,26.37,348.89,49.0,0.12,0,3.4,0,0
1382,Kobe Sushi,47,8,17.92,545.76,60.0,0.39,0,0.9,0,0
1383,Nubori Experience,84,5,80.15,1040.7,31.0,0.61,0,2.7,1,0
1384,Kobe Sushi,81,8,18.6,354.15,67.0,0.39,0,10.9,0,0
1385,Noe Sushi Bar,3,7,48.83,535.68,41.0,0.25,0,1.0,0,0
1386,Kobe Sushi,111,11,21.41,651.83,40.0,0.45,0,0.8,1,0
1387,Chef Choy,46,10,41.49,672.69,34.0,0.42,0,4.7,1,0
1388,Kobe Sushi,104,5,21.82,323.37,70.0,0.13,0,5.1,1,0
1389,Nubori Experience,36,5,74.96,1082.94,20.0,0.72,0,6.1,0,0
1390,Noe Sushi Bar,26,3,43.96,303.5,35.0,0.31,2,2.2,1,0
1391,Kobe Sushi,10,7,13.31,232.9,33.0,0.17,2,8.4,0,0
1392,Kobe Sushi,34,4,22.02,249.13,48.0,0.25,0,2.2,0,1
1393,Kobe Sushi,78,9,22.72,530.89,39.0,0.53,0,0.9,0,1
1394,Noe Sushi Bar,8,6,56.83,903.11,67.0,0.65,1,4.3,0,1
1395,Kobe Sushi,55,4,27.84,319.18,20.0,0.32,0,0.5,0,0
1396,Nubori Experience,91,7,35.73,934.68,50.0,0.16,0,5.7,0,1
1397,Noe Sushi Bar,10,3,56.18,345.8,58.0,0.3,0,12.0,0,0
1398,Kobe Sushi,57,8,19.2,606.57,33.0,0.19,0,9.4,1,0
1399,Noe Sushi Bar,114,4,46.76,313.27,54.0,0.57,0,14.3,1,0
1400,Noe Sushi Bar,79,5,45.81,843.02,61.0,0.12,0,2.1,0,1
1401,Kobe Sushi,101,5,10.0,129.74,20.0,0.31,0,15.2,1,0
1402,Kobe Sushi,86,13,17.62,499.63,35.0,0.16,1,7.4,0,1
1403,Kobe Sushi,45,6,21.87,403.61,48.0,0.72,0,1.1,1,0
1404,Noe Sushi Bar,50,7,41.34,872.77,40.0,0.31,0,26.4,0,1
1405,Noe Sushi Bar,64,3,41.12,452.74,51.0,0.15,0,3.3,1,0
1406,Noe Sushi Bar,95,9,36.41,506.74,45.0,0.26,0,4.0,1,0
1407,Nubori Experience,2,11,48.44,1601.69,38.0,0.37,1,11.1,0,0
1408,Nubori Experience,45,2,67.74,465.06,45.0,0.76,0,6.4,0,0
1409,Noe Sushi Bar,95,3,42.29,460.12,33.0,0.13,0,8.7,0,1
1410,Nubori Experience,62,5,63.55,1044.47,51.0,0.11,0,0.8,0,0
1411,Kobe Sushi,14,9,17.34,329.6,45.0,0.09,0,6.3,1,0
1412,Kobe Sushi,74,6,20.79,381.57,54.0,0.08,1,11.5,0,0
1413,Kobe Sushi,94,6,22.55,359.36,40.0,0.16,0,8.0,1,0
1414,Kobe Sushi,100,4,17.69,207.3,46.0,0.7,0,7.4,0,0
1415,Noe Sushi Bar,111,7,44.58,645.39,50.0,0.49,0,1.8,1,0
1416,Nubori Experience,104,6,58.09,600.76,47.0,0.37,1,5.5,0,1
1417,Kobe Sushi,15,9,15.21,351.43,20.0,0.42,0,9.1,0,0
1418,Kobe Sushi,14,5,17.28,233.19,35.0,0.1,0,8.9,0,0
1419,Noe Sushi Bar,31,4,45.4,277.36,45.0,0.47,0,1.3,0,1
1420,Nubori Experience,29,5,79.98,703.55,60.0,0.18,0,8.9,0,0
1421,Kobe Sushi,27,4,18.58,292.51,67.0,0.33,0,1.0,1,1
1422,Noe Sushi Bar,85,3,46.56,408.31,66.0,0.23,0,13.5,0,0
1423,Kobe Sushi,9,2,24.47,184.33,24.0,0.16,0,23.7,0,1
1424,Kobe Sushi,20,5,14.51,197.36,54.0,0.21,0,1.6,0,1
1425,Nubori Experience,99,9,71.98,2185.43,20.0,0.35,0,5.6,0,1
1426,Nubori Experience,58,6,45.28,535.65,57.0,0.29,1,1.1,1,0
1427,Kobe Sushi,79,4,16.38,197.55,42.0,0.28,3,2.7,0,1
1428,Nubori Experience,88,4,45.49,591.75,34.0,0.1,0,5.9,0,1
1429,Noe Sushi Bar,49,7,42.21,687.35,48.0,0.46,0,30.0,1,0
1430,Nubori Experience,57,6,52.35,917.43,50.0,0.33,2,0.6,1,0
1431,Noe Sushi Bar,16,2,56.03,340.49,40.0,0.16,1,10.2,1,0
1432,Noe Sushi Bar,100,6,41.77,697.0,44.0,0.17,0,2.4,0,1
1433,Noe Sushi Bar,75,3,55.76,650.8,26.0,0.17,1,1.8,1,0
1434,Noe Sushi Bar,8,5,47.28,734.32,46.0,0.13,0,3.3,0,0
1435,Kobe Sushi,67,9,24.05,372.28,58.0,0.57,0,1.6,0,1
1436,Kobe Sushi,19,2,17.27,126.3,39.0,0.51,0,12.7,0,1
1437,Kobe Sushi,110,8,23.25,401.35,62.0,0.33,0,9.2,1,0
1438,Noe Sushi Bar,105,7,52.34,889.12,57.0,0.07,0,5.3,0,1
1439,Kobe Sushi,67,2,18.13,122.12,38.0,0.52,0,0.5,0,1
1440,Noe Sushi Bar,36,6,38.47,770.66,48.0,0.63,0,4.6,0,1
1441,Nubori Experience,89,11,71.41,2267.69,55.0,0.44,0,7.7,1,1
1442,Kobe Sushi,60,8,10.0,123.53,60.0,0.5,0,7.0,0,1
1443,Noe Sushi Bar,36,7,35.63,503.74,23.0,0.5,0,9.7,0,0
1444,Noe Sushi Bar,11,7,42.93,1026.29,63.0,0.59,0,4.0,0,1
1445,Nubori Experience,51,5,86.3,955.85,34.0,0.72,0,13.0,0,0
1446,Kobe Sushi,80,7,18.62,431.36,34.0,0.32,0,1.1,0,0
1447,Noe Sushi Bar,55,6,43.45,438.4,49.0,0.32,0,11.9,0,0
1448,Nubori Experience,54,5,56.7,1113.53,20.0,0.46,2,6.0,1,0
1449,Nubori Experience,17,9,64.05,1591.26,54.0,0.43,0,22.4,0,0
1450,Noe Sushi Bar,62,8,58.0,1495.53,39.0,0.33,0,6.3,0,1
1451,Noe Sushi Bar,42,4,38.03,486.46,47.0,0.11,0,12.2,0,1
1452,Noe Sushi Bar,24,11,45.67,1949.41,48.0,0.59,0,2.0,1,0
1453,Nubori Experience,17,5,94.99,1222.05,56.0,0.11,0,11.9,0,1
1454,Noe Sushi Bar,48,5,35.8,315.29,53.0,0.33,1,2.4,0,1
1455,Kobe Sushi,84,8,19.04,247.86,37.0,0.68,0,8.3,0,0
1456,Nubori Experience,86,6,57.49,1118.06,81.0,0.35,0,8.8,1,0
1457,Noe Sushi Bar,70,6,50.01,976.48,50.0,0.22,0,1.8,0,1
1458,Noe Sushi Bar,7,6,27.75,301.79,45.0,0.14,0,0.8,0,1
1459,Kobe Sushi,14,3,15.15,119.48,58.0,0.14,0,4.7,0,0
1460,Noe Sushi Bar,11,4,56.55,416.13,27.0,0.22,0,15.8,0,0
1461,Kobe Sushi,12,5,16.87,292.01,22.0,0.02,0,0.8,0,1
1462,Noe Sushi Bar,110,3,44.39,309.06,63.0,0.36,0,2.9,0,0
1463,Kobe Sushi,5,3,19.87,210.1,35.0,0.79,0,16.1,0,0
1464,Noe Sushi Bar,5,5,63.02,1072.14,43.0,0.41,2,1.8,0,1
1465,Nubori Experience,20,2,76.28,561.1,45.0,0.18,0,4.3,0,0
1466,Kobe Sushi,54,2,10.0,46.54,37.0,0.56,0,0.8,1,0
1467,Nubori Experience,55,6,57.92,1376.97,42.0,0.35,0,0.5,0,1
1468,Noe Sushi Bar,58,4,66.58,722.6,32.0,0.46,0,1.1,0,0
1469,Nubori Experience,79,4,58.75,464.57,66.0,0.55,1,16.0,0,1
1470,Chef Choy,90,6,27.83,260.58,31.0,0.48,0,5.0,0,0
1471,Noe Sushi Bar,97,5,12.71,119.08,40.0,0.21,0,12.2,0,0
1472,Noe Sushi Bar,30,4,20.57,230.95,38.0,0.39,0,3.3,0,1
1473,Nubori Experience,24,1,76.66,136.33,44.0,0.34,1,4.1,0,0
1474,Noe Sushi Bar,87,8,51.44,1154.89,66.0,0.16,0,13.2,0,1
1475,Kobe Sushi,73,7,19.11,329.88,72.0,0.19,0,3.3,0,1
1476,Noe Sushi Bar,3,6,59.08,1033.41,62.0,0.21,0,7.2,1,0
1477,Nubori Experience,100,6,83.61,1731.77,39.0,0.15,0,0.6,1,0
1478,Chef Choy,48,5,25.23,376.86,23.0,0.03,0,4.8,1,0
1479,Chef Choy,71,8,35.81,959.69,68.0,0.07,0,1.9,0,0
1480,Noe Sushi Bar,22,9,58.03,1494.6,59.0,0.09,0,6.6,1,0
1481,Nubori Experience,14,4,97.92,1540.81,72.0,0.18,0,3.8,0,0
1482,Kobe Sushi,48,5,17.42,203.81,51.0,0.63,0,0.9,1,0
1483,Noe Sushi Bar,29,7,24.49,455.88,40.0,0.28,0,8.2,0,1
1484,Kobe Sushi,50,5,14.93,189.48,70.0,0.22,0,7.2,0,1
1485,Kobe Sushi,80,6,19.83,471.09,65.0,0.77,0,2.0,1,0
1486,Kobe Sushi,112,7,13.89,336.49,69.0,0.37,0,1.9,0,0
1487,Kobe Sushi,98,3,20.76,132.92,46.0,0.32,0,0.9,1,0
1488,Noe Sushi Bar,10,12,34.87,850.87,31.0,0.17,1,1.2,0,1
1489,Kobe Sushi,71,6,20.61,454.88,20.0,0.3,0,1.9,0,1
1490,Noe Sushi Bar,89,6,38.34,624.91,47.0,0.23,0,0.5,0,0
1491,Kobe Sushi,27,6,20.6,220.54,38.0,0.22,1,4.1,1,0
1492,Kobe Sushi,79,4,16.16,116.84,26.0,0.06,0,10.0,0,0
1493,Kobe Sushi,96,5,10.0,133.31,48.0,0.59,0,17.0,1,0
1494,Kobe Sushi,28,9,22.37,582.6,24.0,0.2,0,5.6,0,0
1495,Noe Sushi Bar,9,7,39.82,655.87,52.0,0.13,0,0.7,1,0
1496,Noe Sushi Bar,71,7,39.01,920.98,59.0,0.22,1,3.5,1,0
1497,Noe Sushi Bar,120,8,62.7,1157.93,24.0,0.52,0,2.8,0,0
1498,Noe Sushi Bar,80,6,34.6,510.75,47.0,0.76,0,4.9,1,0
1499,Kobe Sushi,26,9,13.32,184.39,60.0,0.53,2,4.2,1,0
1500,Nubori Experience,99,6,39.05,605.31,47.0,0.05,0,1.4,0,1
1501,Noe Sushi Bar,81,3,42.68,204.0,62.0,0.28,1,6.1,1,0
1502,Noe Sushi Bar,87,2,31.88,214.73,43.0,0.36,2,6.0,1,0
1503,Kobe Sushi,8,7,22.56,389.24,52.0,0.36,0,1.2,0,0
1504,Kobe Sushi,2,9,16.54,333.49,43.0,0.3,0,0.5,0,0
1505,Kobe Sushi,95,7,10.57,130.3,52.0,0.05,0,10.6,0,0
1506,Kobe Sushi,57,5,23.53,227.1,39.0,0.45,0,2.4,0,0
1507,Noe Sushi Bar,52,7,67.74,1675.69,67.0,0.48,0,5.1,1,0
1508,Noe Sushi Bar,58,5,38.05,615.88,57.0,0.33,0,5.4,1,0
1509,Noe Sushi Bar,96,3,54.88,369.99,61.0,0.13,0,3.4,0,1
1510,Chef Choy,93,3,28.83,214.77,41.0,0.48,1,6.7,1,0
1511,Nubori Experience,3,3,64.68,452.13,82.0,0.5,0,17.6,0,1
1512,Noe Sushi Bar,8,8,43.26,551.7,48.0,0.37,0,1.4,0,0
1513,Nubori Experience,59,5,56.02,452.89,69.0,0.49,0,1.7,0,1
1514,Kobe Sushi,2,7,10.59,234.55,42.0,0.22,0,11.5,0,0
1515,Kobe Sushi,95,6,17.45,379.34,57.0,0.42,0,0.7,0,1
1516,Kobe Sushi,62,5,15.88,283.24,57.0,0.5,0,0.5,1,1
1517,Noe Sushi Bar,115,3,22.05,101.77,29.0,0.05,0,3.4,0,0
1518,Nubori Experience,49,7,72.21,1315.75,41.0,0.32,0,20.5,0,1
1519,Kobe Sushi,101,6,23.79,464.65,60.0,0.2,0,6.7,1,0
1520,Nubori Experience,20,4,71.37,576.68,68.0,0.69,0,5.7,0,0
1521,Kobe Sushi,29,6,18.23,254.59,47.0,0.18,0,2.3,1,0
1522,Nubori Experience,17,2,62.79,460.13,81.0,0.11,0,0.5,0,0
1523,Kobe Sushi,74,5,15.8,284.03,49.0,0.26,0,9.5,1,0
1524,Kobe Sushi,105,7,13.02,350.05,68.0,0.51,0,12.8,1,0
1525,Noe Sushi Bar,22,2,66.02,255.23,66.0,0.12,0,0.5,0,0
1526,Kobe Sushi,6,6,31.71,505.43,39.0,0.25,0,19.6,0,0
1527,Kobe Sushi,62,5,20.9,414.7,63.0,0.6,0,3.1,1,0
1528,Kobe Sushi,107,8,22.0,546.11,40.0,0.15,0,25.3,1,0
1529,Nubori Experience,98,9,59.79,1785.63,78.0,0.34,0,12.7,0,1
1530,Noe Sushi Bar,31,4,48.32,535.35,69.0,0.26,0,1.4,0,1
1531,Kobe Sushi,62,5,23.56,396.99,56.0,0.2,0,4.3,0,1
1532,Noe Sushi Bar,119,9,66.23,903.5,50.0,0.22,1,10.3,1,0
1533,Noe Sushi Bar,12,2,44.14,329.67,52.0,0.15,0,2.3,0,0
1534,Kobe Sushi,12,6,10.43,192.18,63.0,0.42,0,4.1,0,0
1535,Noe Sushi Bar,63,10,73.28,2423.08,24.0,0.09,0,2.9,1,0
1536,Kobe Sushi,16,6,23.67,535.28,26.0,0.19,0,7.1,0,0
1537,Kobe Sushi,25,4,22.43,263.38,30.0,0.56,0,5.4,0,0
1538,Noe Sushi Bar,22,4,39.36,285.42,37.0,0.49,0,1.8,0,0
1539,Kobe Sushi,91,5,10.96,146.74,72.0,0.59,0,16.7,0,0
1540,Noe Sushi Bar,88,4,37.58,527.41,69.0,0.14,0,5.6,0,1
1541,Noe Sushi Bar,76,5,70.17,1249.6,58.0,0.44,0,16.7,1,0
1542,Kobe Sushi,117,10,19.97,627.87,57.0,0.28,0,7.4,0,1
1543,Noe Sushi Bar,18,8,49.08,807.02,28.0,0.4,0,10.3,0,1
1544,Kobe Sushi,45,6,16.09,322.52,90.0,0.21,0,1.1,1,0
1545,Nubori Experience,111,6,53.57,994.62,35.0,0.51,3,11.6,1,0
1546,Noe Sushi Bar,80,3,25.61,121.15,46.0,0.3,1,1.2,0,1
1547,Nubori Experience,68,8,84.7,1774.41,42.0,0.15,0,0.9,0,1
1548,Noe Sushi Bar,12,4,51.6,610.82,28.0,0.23,0,3.0,0,1
1549,Kobe Sushi,49,6,17.23,326.78,68.0,0.43,0,1.3,0,0
1550,Noe Sushi Bar,33,3,22.43,195.53,20.0,0.49,0,12.1,0,0
1551,Nubori Experience,86,3,56.26,329.46,37.0,0.38,0,3.3,0,0
1552,Noe Sushi Bar,63,5,51.21,399.64,52.0,0.04,1,1.5,1,0
1553,Nubori Experience,18,5,31.34,397.76,49.0,0.21,0,1.1,1,0
1554,Nubori Experience,54,9,68.82,2266.63,36.0,0.18,0,11.3,1,0
1555,Kobe Sushi,112,10,23.39,642.91,34.0,0.1,0,3.3,1,0
1556,Kobe Sushi,97,11,26.16,1087.15,52.0,0.34,0,5.4,0,1
1557,Noe Sushi Bar,27,9,44.43,1425.25,54.0,0.33,0,0.5,0,1
1558,Noe Sushi Bar,106,11,56.81,1934.2,52.0,0.38,0,0.5,1,0
1559,Nubori Experience,83,3,76.42,584.56,58.0,0.39,0,8.2,0,0
1560,Nubori Experience,112,8,70.18,2044.6,54.0,0.26,0,13.4,0,1
1561,Kobe Sushi,78,7,20.48,365.52,32.0,0.26,0,2.0,0,0
1562,Kobe Sushi,25,7,21.79,560.99,73.0,0.07,0,16.7,0,1
1563,Chef Choy,34,7,14.62,408.71,20.0,0.14,0,1.6,0,1
1564,Kobe Sushi,88,6,15.27,302.73,38.0,0.34,0,3.5,0,1
1565,Nubori Experience,102,5,70.51,684.68,34.0,0.24,0,0.5,0,1
1566,Noe Sushi Bar,60,5,44.78,611.52,38.0,0.31,0,2.4,0,1
1567,Noe Sushi Bar,54,5,44.41,423.19,44.0,0.7,1,1.1,0,1
1568,Kobe Sushi,87,4,22.11,302.96,26.0,0.34,0,1.4,0,1
1569,Noe Sushi Bar,5,7,54.86,1094.57,59.0,0.08,1,1.4,0,1
1570,Noe Sushi Bar,108,5,55.7,632.26,39.0,0.5,0,0.5,0,1
1571,Noe Sushi Bar,36,9,56.33,795.72,48.0,0.22,0,8.1,1,0
1572,Kobe Sushi,54,5,22.64,222.87,40.0,0.26,0,2.1,0,1
1573,Noe Sushi Bar,88,6,40.15,532.57,54.0,0.24,0,15.2,1,0
1574,Nubori Experience,36,7,67.86,1429.81,58.0,0.48,0,25.7,1,0
1575,Kobe Sushi,69,5,10.0,171.48,66.0,0.01,0,1.0,0,0
1576,Kobe Sushi,39,6,16.52,197.82,29.0,0.52,0,13.9,1,0
1577,Kobe Sushi,70,2,16.86,53.09,33.0,0.49,0,8.0,0,0
1578,Noe Sushi Bar,109,3,51.31,233.83,41.0,0.42,0,15.8,1,0
1579,Noe Sushi Bar,100,5,37.67,388.55,31.0,0.39,0,3.5,0,0
1580,Noe Sushi Bar,109,4,33.2,279.9,63.0,0.32,1,3.3,0,1
1581,Kobe Sushi,4,3,15.05,178.67,54.0,0.43,0,10.9,0,0
1582,Kobe Sushi,74,6,19.4,320.5,23.0,0.17,0,4.1,0,0
1583,Noe Sushi Bar,116,8,48.79,1558.41,36.0,0.42,0,4.9,0,0
1584,Noe Sushi Bar,65,6,31.98,501.79,70.0,0.05,0,1.2,0,1
1585,Nubori Experience,85,3,90.18,1042.25,63.0,0.33,1,0.5,0,0
1586,Kobe Sushi,40,9,21.29,394.13,50.0,0.1,0,14.8,0,1
1587,Noe Sushi Bar,103,5,46.77,481.95,31.0,0.38,0,2.9,0,1
1588,Noe Sushi Bar,37,4,43.02,640.55,46.0,0.27,0,2.5,1,0
1589,Noe Sushi Bar,67,4,52.56,811.8,30.0,0.58,0,10.1,1,0
1590,Noe Sushi Bar,111,9,50.97,1672.84,54.0,0.41,1,2.1,1,0
1591,Noe Sushi Bar,31,6,53.27,990.86,39.0,0.23,0,3.1,0,1
1592,Nubori Experience,91,4,78.31,1185.34,71.0,0.09,0,4.5,0,1
1593,Kobe Sushi,81,11,13.5,281.38,45.0,0.34,0,2.0,0,1
1594,Kobe Sushi,87,5,10.66,138.97,50.0,0.63,0,17.7,1,0
1595,Noe Sushi Bar,77,4,66.26,1037.93,63.0,0.27,0,9.0,1,0
1596,Noe Sushi Bar,47,7,24.77,395.82,47.0,0.48,0,3.8,0,0
1597,Kobe Sushi,27,3,14.27,135.64,55.0,0.23,0,6.0,0,1
1598,Kobe Sushi,51,8,15.43,250.63,41.0,0.45,2,3.2,1,0
1599,Kobe Sushi,20,3,18.99,114.66,28.0,0.57,1,5.8,1,0
